precinct,office,party_detailed,party_simplified,votes,county_name,county_fips,jurisdiction_name,candidate,year,stage,state,special,writein,date
Baugo-02,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-02,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-02,US PRESIDENT,REPUBLICAN,REPUBLICAN,338,NORTHRIDGE COUNTY,18289,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-02,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-02,US PRESIDENT,DEMOCRATIC,DEMOCRAT,129,NORTHRIDGE COUNTY,18289,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-02,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-02,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-02,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-02,US PRESIDENT,WE THE PEOPLE,OTHER,4,NORTHRIDGE COUNTY,18289,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-02,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-02,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-02,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-02,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-03,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-03,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-03,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,3,NORTHRIDGE COUNTY,18289,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-03,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-03,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-03,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-03,US PRESIDENT,REPUBLICAN,REPUBLICAN,441,NORTHRIDGE COUNTY,18289,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-03,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-03,US PRESIDENT,DEMOCRATIC,DEMOCRAT,201,NORTHRIDGE COUNTY,18289,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-03,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-03,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-03,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-03,US PRESIDENT,WE THE PEOPLE,OTHER,6,NORTHRIDGE COUNTY,18289,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-03,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-03,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-03,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-03,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-04,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-04,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-04,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,4,NORTHRIDGE COUNTY,18289,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-04,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-04,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-04,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-04,US PRESIDENT,REPUBLICAN,REPUBLICAN,530,NORTHRIDGE COUNTY,18289,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-04,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-04,US PRESIDENT,DEMOCRATIC,DEMOCRAT,132,NORTHRIDGE COUNTY,18289,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-04,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-04,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-04,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,1,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-04,US PRESIDENT,WE THE PEOPLE,OTHER,3,NORTHRIDGE COUNTY,18289,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-04,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-04,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-04,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-04,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-05,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-05,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-05,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,1,NORTHRIDGE COUNTY,18289,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-05,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-05,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-05,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-05,US PRESIDENT,REPUBLICAN,REPUBLICAN,431,NORTHRIDGE COUNTY,18289,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-05,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-05,US PRESIDENT,DEMOCRATIC,DEMOCRAT,117,NORTHRIDGE COUNTY,18289,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-05,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-05,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-05,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-05,US PRESIDENT,WE THE PEOPLE,OTHER,3,NORTHRIDGE COUNTY,18289,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-05,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-05,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-05,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-05,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-06,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-06,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-06,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,0,NORTHRIDGE COUNTY,18289,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-06,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-06,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-06,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-06,US PRESIDENT,REPUBLICAN,REPUBLICAN,357,NORTHRIDGE COUNTY,18289,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-06,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-06,US PRESIDENT,DEMOCRATIC,DEMOCRAT,95,NORTHRIDGE COUNTY,18289,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-06,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-06,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-06,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-06,US PRESIDENT,WE THE PEOPLE,OTHER,6,NORTHRIDGE COUNTY,18289,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-06,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-06,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-06,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-06,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-07,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-07,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-07,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,3,NORTHRIDGE COUNTY,18289,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-07,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-07,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-07,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-07,US PRESIDENT,REPUBLICAN,REPUBLICAN,581,NORTHRIDGE COUNTY,18289,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-07,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-07,US PRESIDENT,DEMOCRATIC,DEMOCRAT,158,NORTHRIDGE COUNTY,18289,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-07,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-07,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-07,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-07,US PRESIDENT,WE THE PEOPLE,OTHER,7,NORTHRIDGE COUNTY,18289,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-07,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-07,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-07,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-07,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-A-NV,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-A-NV,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-A-NV,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,0,NORTHRIDGE COUNTY,18289,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-A-NV,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-A-NV,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-A-NV,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-A-NV,US PRESIDENT,REPUBLICAN,REPUBLICAN,0,NORTHRIDGE COUNTY,18289,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-A-NV,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-A-NV,US PRESIDENT,DEMOCRATIC,DEMOCRAT,0,NORTHRIDGE COUNTY,18289,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-A-NV,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-A-NV,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-A-NV,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-A-NV,US PRESIDENT,WE THE PEOPLE,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Baugo-A-NV,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-A-NV,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-A-NV,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Baugo-A-NV,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-01,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-01,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-01,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,8,NORTHRIDGE COUNTY,18289,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Benton-01,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-01,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,1,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-01,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-01,US PRESIDENT,REPUBLICAN,REPUBLICAN,597,NORTHRIDGE COUNTY,18289,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Benton-01,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-01,US PRESIDENT,DEMOCRATIC,DEMOCRAT,116,NORTHRIDGE COUNTY,18289,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Benton-01,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-01,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-01,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-01,US PRESIDENT,WE THE PEOPLE,OTHER,7,NORTHRIDGE COUNTY,18289,STATEWIDE,ROBERT F KENNEDY,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Benton-01,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-01,US PRESIDENT,OTHER,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-01,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-01,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-02,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-02,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-02,US PRESIDENT,LIBERTARIAN,LIBERTARIAN,3,NORTHRIDGE COUNTY,18289,STATEWIDE,CHASE OLIVER,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Benton-02,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-02,US PRESIDENT,PARTY FOR SOCIALISM AND LIBERATION,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-02,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-02,US PRESIDENT,REPUBLICAN,REPUBLICAN,332,NORTHRIDGE COUNTY,18289,STATEWIDE,DONALD J TRUMP,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
Benton-02,US PRESIDENT,INDEPENDENT,OTHER,0,NORTHRIDGE COUNTY,18289,STATEWIDE,WRITE-IN,2024,GEN,INDIANA,FALSE,TRUE,2024-11-05
Benton-02,US PRESIDENT,DEMOCRATIC,DEMOCRAT,50,NORTHRIDGE COUNTY,18289,STATEWIDE,KAMALA D HARRIS,2024,GEN,INDIANA,FALSE,FALSE,2024-11-05
